name,code,category,brand,model,serial,condition,quantity,ownership,location,warehouse,qr,description,notes,purchasePrice,replacementValue,currentBookValue
Disco Western Digital WD RED SA500 2TB,R-1198-6,HD,,,7TD0046N,Good,8,owned,,STORAGE 01,1001309,Disco Western Digital WD RED SA500 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1198; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 2TB,R-1198-7,HD,,,7TD0040J,Good,8,owned,,STORAGE 01,1001309,Disco Western Digital WD RED SA500 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1198; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 2TB,R-1198-8,HD,,,7TD0047C,Good,8,owned,,STORAGE 01,1001309,Disco Western Digital WD RED SA500 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1198; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital Blue 2TB 3D NAND 2TB,R-1199,HD,,,183753801062,Good,1,owned,,STORAGE 01,1001318,Disco Western Digital Blue 2TB 3D NAND 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1199; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Enclosure G SPEED SHUTTLE A,R-1200,ACC,,,GS4000000244,Good,1,owned,,STORAGE 01,1001320,Enclosure G SPEED SHUTTLE A,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1200; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure Pegasus 2 R4 Promise Technology,R-1201,ACC,,,QUL042010857,Good,1,owned,,STORAGE 01,1001322,Enclosure Pegasus 2 R4 Promise Technology,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1201; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure LACIE 8TB (4TBx2),R-1202,ACC,,,16031405210129GHB,Good,1,owned,,STORAGE 01,1001324,Enclosure LACIE 8TB (4TBx2),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1202; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure Server (8TBx8),R-1203,ACC,,,2130RWRFCQ2Y7,Good,1,owned,,STORAGE 01,1001325,Enclosure Server (8TBx8),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1203; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure LACIE 8TB METADATA_BACKUP (4TBx2),R-1204,ACC,,,,Good,1,owned,,STORAGE 01,1001326,Enclosure LACIE 8TB METADATA_BACKUP (4TBx2),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1204; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure OWC-01,R-1205,ACC,,,,Good,1,owned,,STORAGE 01,1001327,Enclosure OWC-01,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1205; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure LACIE 16TB (8TBx2),R-1206,ACC,,,,Good,1,owned,,STORAGE 01,1001328,Enclosure LACIE 16TB (8TBx2),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1206; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure OWC SoftRAID XT (Backup A),R-1207,ACC,,,29578793,Good,1,owned,,STORAGE 01,1001329,Enclosure OWC SoftRAID XT (Backup A),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1207; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure OWC SoftRAID XT (Backup B),R-1208,ACC,,,29741493,Good,1,owned,,STORAGE 01,1001330,Enclosure OWC SoftRAID XT (Backup B),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1208; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure SHUTTLE 01 (1TBx4),R-1209,ACC,,,2940003101,Good,1,owned,,STORAGE 01,1001331,Enclosure SHUTTLE 01 (1TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1209; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure SHUTTLE 03 (1TBx4),R-1210,ACC,,,2940003463,Good,1,owned,,STORAGE 01,1001333,Enclosure SHUTTLE 03 (1TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1210; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure SHUTTLE 05 (1TBx4),R-1211,ACC,,,2940003469,Good,1,owned,,STORAGE 01,1001335,Enclosure SHUTTLE 05 (1TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1211; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure SHUTTLE 07 (1TBx4),R-1212,ACC,,,2940003374,Good,1,owned,,STORAGE 01,1001337,Enclosure SHUTTLE 07 (1TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1212; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure SHUTTLE 02 (2TBx4),R-1213,ACC,,,2940003457,Good,1,owned,,STORAGE 01,1001339,Enclosure SHUTTLE 02 (2TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1213; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure SHUTTLE 06 (2TBx4),R-1214,ACC,,,2940003333,Good,1,owned,,STORAGE 01,1001341,Enclosure SHUTTLE 06 (2TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1214; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure SHUTTLE 08 (2TBx4),R-1215,ACC,,,2940003455,Good,1,owned,,STORAGE 01,1001343,Enclosure SHUTTLE 08 (2TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1215; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure SHUTTLE 04 (2TBx4),R-1216,ACC,,,2940003735,Good,1,owned,,STORAGE 01,1001345,Enclosure SHUTTLE 04 (2TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1216; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Enclosure LACIE (4TBx1),R-1217,ACC,,,,Good,1,owned,,STORAGE 01,1001347,Enclosure LACIE (4TBx1),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1217; Carpeta Rentman: Archiving/Enclosure; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure G SPEED SHUTTLE A,R-1218,POW,,,,Good,1,owned,,STORAGE 01,1001352,Power AC Enclosure G SPEED SHUTTLE A,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1218; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure LACIE 2Bay Thunderbolt 2,R-1219,POW,,,,Good,1,owned,,STORAGE 01,1001353,Power AC Enclosure LACIE 2Bay Thunderbolt 2,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1219; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure LACIE 8TB (4TBx2),R-1220,POW,,,,Good,1,owned,,STORAGE 01,1001354,Power AC Enclosure LACIE 8TB (4TBx2),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1220; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure LACIE 16TB (8TBx2),R-1221,POW,,,,Good,1,owned,,STORAGE 01,1001355,Power AC Enclosure LACIE 16TB (8TBx2),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1221; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure LACIE (4TBx1),R-1222,POW,,,,Good,1,owned,,STORAGE 01,1001356,Power AC Enclosure LACIE (4TBx1),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1222; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure OWC 4Bay Thunderbolt3,R-1223,POW,,,,Good,8,owned,,STORAGE 01,1001357,Power AC Enclosure OWC 4Bay Thunderbolt3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1223; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure OWC 4Bay Thunderbolt 2,R-1224,POW,,,,Good,1,owned,,STORAGE 01,1001358,Power AC Enclosure OWC 4Bay Thunderbolt 2,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1224; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure OWC 8 Bay Thunderbolt 3,R-1225,POW,,,,Good,2,owned,,STORAGE 01,1001359,Power AC Enclosure OWC 8 Bay Thunderbolt 3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1225; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure OWC SoftRAID XT (Backup A),R-1226,POW,,,,Good,1,owned,,STORAGE 01,1001360,Power AC Enclosure OWC SoftRAID XT (Backup A),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1226; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure OWC SoftRAID XT (Backup B),R-1227,POW,,,,Good,1,owned,,STORAGE 01,1001361,Power AC Enclosure OWC SoftRAID XT (Backup B),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1227; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure OWC-01,R-1228,POW,,,,Good,1,owned,,STORAGE 01,1001362,Power AC Enclosure OWC-01,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1228; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure Pegasus 2 R4 Promise Technology,R-1229,POW,,,,Good,1,owned,,STORAGE 01,1001363,Power AC Enclosure Pegasus 2 R4 Promise Technology,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1229; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure Server (8TBx8),R-1230,POW,,,,Good,1,owned,,STORAGE 01,1001364,Power AC Enclosure Server (8TBx8),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1230; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure SHUTTLE 01 (1TBx4),R-1231,POW,,,,Good,1,owned,,STORAGE 01,1001365,Power AC Enclosure SHUTTLE 01 (1TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1231; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure SHUTTLE 02 (2TBx4),R-1232,POW,,,,Good,1,owned,,STORAGE 01,1001366,Power AC Enclosure SHUTTLE 02 (2TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1232; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure SHUTTLE 03 (1TBx4),R-1233,POW,,,,Good,1,owned,,STORAGE 01,1001367,Power AC Enclosure SHUTTLE 03 (1TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1233; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure SHUTTLE 04 (2TBx4),R-1234,POW,,,,Good,1,owned,,STORAGE 01,1001368,Power AC Enclosure SHUTTLE 04 (2TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1234; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure SHUTTLE 05 (1TBx4),R-1235,POW,,,,Good,1,owned,,STORAGE 01,1001369,Power AC Enclosure SHUTTLE 05 (1TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1235; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure SHUTTLE 06 (2TBx4),R-1236,POW,,,,Good,1,owned,,STORAGE 01,1001370,Power AC Enclosure SHUTTLE 06 (2TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1236; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure SHUTTLE 07 (1TBx4),R-1237,POW,,,,Good,1,owned,,STORAGE 01,1001371,Power AC Enclosure SHUTTLE 07 (1TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1237; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure SHUTTLE 08 (2TBx4),R-1238,POW,,,,Good,1,owned,,STORAGE 01,1001372,Power AC Enclosure SHUTTLE 08 (2TBx4),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1238; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Drive Set G-Speed Shuttle A,R-1239,HD,,,GS4000000244,Good,1,owned,,STORAGE 01,1001373,Drive Set G-Speed Shuttle A,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1239; Carpeta Rentman: Archiving/Drives Sets; Tipo carpeta Rentman: Equipos; Tipo item Rentman: case; Tiene accesorios Rentman: 1,,,
Drive Set Pegasus 2 R4 Promise Technology,R-1240,HD,,,QUL042010857,Good,1,owned,,STORAGE 01,1001375,Drive Set Pegasus 2 R4 Promise Technology,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1240; Carpeta Rentman: Archiving/Drives Sets; Tipo carpeta Rentman: Equipos; Tipo item Rentman: case; Tiene accesorios Rentman: 1,,,
Drive Set LACIE 8TB (4TBx2),R-1241,HD,,,16031405210129GHB,Good,1,owned,,STORAGE 01,1001377,Drive Set LACIE 8TB (4TBx2),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1241; Carpeta Rentman: Archiving/Drives Sets; Tipo carpeta Rentman: Equipos; Tipo item Rentman: case; Tiene accesorios Rentman: 1,,,
Drive Set Server (8TBx8),R-1242,HD,,,2130RWRFCQ2Y7,Good,1,owned,,STORAGE 01,1001379,Drive Set Server (8TBx8),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1242; Carpeta Rentman: Archiving/Drives Sets; Tipo carpeta Rentman: Equipos; Tipo item Rentman: case; Tiene accesorios Rentman: 1,,,
Drive Set OWC SoftRAID XT,R-1243,HD,,,29578793,Good,1,owned,,STORAGE 01,1001381,Drive Set OWC SoftRAID XT,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1243; Carpeta Rentman: Archiving/Drives Sets; Tipo carpeta Rentman: Equipos; Tipo item Rentman: case; Tiene accesorios Rentman: 1,,,
Monitor Flanders Zunzheng,R-1244,MON,,,,Good,1,owned,,,1001383,Monitor Flanders Zunzheng,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1244; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
DVD Player Blue Ray Disk,R-1246,ACC,,,,Good,1,owned,,,1001385,DVD Player Blue Ray Disk,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1246; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Router Lynksys EA2700,R-1248,ACC,,,,Good,1,owned,,,1001387,Router Lynksys EA2700,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1248; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Router Lynksys EA2700,R-1249,POW,,,,Good,1,owned,,,1001388,Power AC Router Lynksys EA2700,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1249; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Bocinas Panasonic SCBTT466,R-1250,ACC,,,,Good,1,owned,,,1001389,Bocinas Panasonic SCBTT466,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1250; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
UPS Unipower,R-1251,POW,,,,Good,1,owned,,COLOR LAB,1001390,UPS Unipower,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1251; Carpeta Rentman: Power/UPS; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Dock Sabrent,R-1252,ACC,,,,Good,1,owned,,,1001391,Dock Sabrent,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1252; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Dock Sabrent,R-1253,POW,,,,Good,1,owned,,,1001392,Power AC Dock Sabrent,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1253; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Teclado Numeric Pad (Black),R-1254,HD,,,,Good,1,owned,,COLOR LAB,1001393,Teclado Numeric Pad (Black),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1254; Carpeta Rentman: Hardware/Teclados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Hub Techole HDMI 3 Entradas,R-1255,SIG,,,,Good,1,owned,,,1001394,Hub Techole HDMI 3 Entradas,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1255; Carpeta Rentman: Accesorios/Accesorios Video; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure G-Speed Shuttle A,R-1256,POW,,,,Good,1,owned,,,1001395,Power AC Enclosure G-Speed Shuttle A,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1256; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure LACIE 8TB (4TBx2),R-1257,POW,,,,Good,1,owned,,,1001396,Power AC Enclosure LACIE 8TB (4TBx2),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1257; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure OWC SoftRAID XT,R-1258,POW,,,,Good,1,owned,,,1001397,Power AC Enclosure OWC SoftRAID XT,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1258; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure Pegasus 2R4 Promise Technology,R-1259,POW,,,,Good,1,owned,,,1001398,Power AC Enclosure Pegasus 2R4 Promise Technology,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1259; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure Set Server (8TBx8),R-1260,POW,,,,Good,1,owned,,,1001399,Power AC Enclosure Set Server (8TBx8),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1260; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Enclosure LACIE,R-1261,POW,,,,Good,3,owned,,,1001400,Power AC Enclosure LACIE,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1261; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
